shop_id,is_bad,open_months,avg_monthly_orders,order_volatility,interruption_count,avg_order_value,repurchase_rate,refund_rate,dispute_rate,positive_review_rate,gmv_yoy_growth,gmv_mom_volatility,sku_change_rate,revenue_trend_slope,customer_hhi,new_customer_ratio,customer_geo_entropy,avg_settlement_days,platform_penalty_count,abnormal_large_txn_ratio
SHOP000602,1,23.0,1.0,0.449,2,161.1,0.241,0.132,0.033,0.779,-0.318,0.225,-0.217,-0.07,0.114,0.681,1.55,7.0,0,0.063
SHOP000603,0,17.0,168.0,0.365,2,129.2,0.295,0.09,0.022,0.918,0.074,0.234,0.063,-0.318,0.143,0.322,1.708,5.8,0,0.051
SHOP000604,0,32.0,165.0,0.247,1,41.2,0.328,0.01,0.043,0.926,-0.031,0.126,-0.027,-0.447,0.165,0.599,1.977,3.6,0,0.033
SHOP000605,0,14.0,66.0,0.384,2,143.2,0.34,0.105,0.027,0.872,0.043,0.049,-0.101,0.451,0.235,0.401,2.342,5.9,2,0.07
SHOP000606,0,18.0,169.0,0.191,0,104.5,0.134,0.073,0.05,0.857,-0.211,0.236,0.013,-1.115,0.192,0.421,2.265,4.8,1,0.057
SHOP000607,0,31.0,3.0,0.588,2,107.4,0.391,0.077,0.0,0.777,-0.267,0.184,-0.246,-0.72,0.278,0.268,2.586,6.1,0,0.033
SHOP000608,0,12.0,139.0,0.319,1,119.3,0.251,0.054,0.018,0.892,0.15,0.191,0.026,1.698,0.092,0.632,2.9,3.7,1,0.007
SHOP000609,1,18.0,109.0,0.535,2,61.9,0.306,0.131,0.038,0.886,-0.043,0.28,0.004,-2.261,0.168,0.675,2.772,6.3,1,0.047
SHOP000610,0,27.0,58.0,0.32,1,63.6,0.155,0.031,0.017,0.898,0.04,0.235,0.149,1.977,0.171,0.496,2.907,4.9,0,0.023
SHOP000611,0,19.0,152.0,0.337,1,57.8,0.2,0.102,0.023,0.797,-0.216,0.198,-0.003,0.918,0.14,0.386,1.547,5.9,0,0.031
SHOP000612,0,13.0,224.0,0.335,1,143.2,0.331,0.058,0.015,0.941,0.112,0.094,0.115,-0.326,0.094,0.467,3.164,2.7,0,0.015
SHOP000613,0,21.0,68.0,0.459,2,140.7,0.224,0.073,0.024,0.928,-0.132,0.241,0.122,-1.448,0.191,0.369,1.483,6.7,0,0.045
SHOP000614,0,25.0,298.0,0.18,1,72.1,0.568,0.016,0.016,0.868,0.361,0.163,-0.005,-0.197,0.128,0.512,2.046,4.8,0,0.055
SHOP000615,0,14.0,220.0,0.31,0,188.0,0.207,0.06,0.022,0.97,0.107,0.154,-0.037,0.104,0.03,0.571,2.807,2.3,0,0.0
SHOP000616,1,21.0,105.0,0.164,1,115.0,0.292,0.044,0.024,0.813,0.111,0.146,0.012,0.177,0.136,0.566,1.577,4.0,1,0.027
SHOP000617,0,21.0,154.0,0.495,1,121.1,0.273,0.016,0.028,0.877,0.128,0.1,-0.057,0.263,0.129,0.439,1.865,4.4,1,0.053
SHOP000618,0,19.0,233.0,0.596,0,143.1,0.207,0.052,0.02,0.95,-0.102,0.201,0.091,0.435,0.136,0.415,2.058,5.7,1,0.053
SHOP000619,1,4.0,8.0,0.631,2,105.3,0.159,0.068,0.018,0.902,-0.235,0.281,-0.147,-0.995,0.115,0.188,0.872,5.6,1,0.0
SHOP000620,0,3.0,83.0,0.479,0,164.8,0.424,0.041,0.035,0.878,-0.053,0.133,-0.056,0.379,0.213,0.319,2.114,5.6,1,0.041
SHOP000621,0,11.0,67.0,0.611,1,37.1,0.285,0.099,0.02,0.943,0.233,0.195,0.161,-1.204,0.175,0.461,2.346,7.2,0,0.01
SHOP000622,0,17.0,104.0,0.694,1,34.5,0.227,0.064,0.024,0.885,0.118,0.138,-0.142,-0.058,0.08,0.596,1.973,0.7,0,0.032
SHOP000623,0,15.0,206.0,0.453,2,45.6,0.23,0.046,0.011,0.964,0.221,0.201,0.067,0.862,0.094,0.386,2.147,3.5,0,0.063
SHOP000624,0,31.0,201.0,0.473,3,114.6,0.299,0.057,0.034,0.893,-0.414,0.225,0.106,0.954,0.144,0.5,2.187,3.7,1,0.096
SHOP000625,0,28.0,284.0,0.509,3,99.6,0.312,0.052,0.022,0.932,0.163,0.152,0.072,1.208,0.197,0.514,1.708,5.5,0,0.053
SHOP000626,0,19.0,265.0,0.268,2,77.0,0.382,0.036,0.018,0.871,0.238,0.305,0.142,2.278,0.123,0.528,2.538,7.1,1,0.0
SHOP000627,1,25.0,140.0,0.606,2,106.4,0.023,0.103,0.033,0.813,0.068,0.244,0.159,-3.01,0.269,0.678,2.021,5.8,2,0.035
SHOP000628,0,22.0,194.0,0.161,2,99.5,0.407,0.058,0.033,0.969,0.135,0.184,0.149,-0.438,0.134,0.421,2.284,5.1,1,0.042
SHOP000629,0,22.0,159.0,0.409,0,124.1,0.594,0.053,0.019,0.936,0.02,0.152,0.147,2.009,0.133,0.464,2.181,1.4,0,0.01
SHOP000630,1,15.0,37.0,0.444,2,135.3,0.136,0.108,0.063,0.981,-0.047,0.149,0.159,-1.501,0.115,0.542,1.199,6.8,0,0.008
SHOP000631,1,1.0,285.0,0.483,1,72.5,0.22,0.095,0.033,0.718,0.03,0.25,-0.099,-0.334,0.239,0.714,2.125,5.5,2,0.036
SHOP000632,0,18.0,88.0,0.192,0,50.1,0.298,0.026,0.028,0.908,0.249,0.17,-0.005,-0.457,0.109,0.386,1.112,5.6,1,0.025
SHOP000633,0,14.0,36.0,0.361,1,124.0,0.345,0.075,0.015,0.985,0.549,0.212,0.217,0.606,0.137,0.344,2.448,5.9,0,0.019
SHOP000634,0,31.0,61.0,0.531,0,125.4,0.164,0.034,0.011,0.945,0.351,0.096,0.086,0.251,0.086,0.62,1.561,5.1,1,0.017
SHOP000635,0,18.0,292.0,0.69,1,119.5,0.15,0.049,0.04,0.91,0.151,0.144,0.004,2.245,0.093,0.642,2.242,3.6,0,0.045
SHOP000636,0,16.0,60.0,0.415,1,60.7,0.287,0.099,0.034,0.782,0.179,0.192,0.082,1.165,0.118,0.454,1.535,4.7,0,0.047
SHOP000637,0,23.0,188.0,0.356,0,94.8,0.352,0.043,0.01,0.889,-0.006,0.125,0.058,1.689,0.109,0.385,2.567,3.6,0,0.036
SHOP000638,1,5.0,63.0,0.338,3,58.2,0.204,0.0,0.024,0.943,-0.078,0.284,0.086,-1.872,0.26,0.541,1.523,4.7,2,0.045
SHOP000639,1,10.0,112.0,0.414,5,109.1,0.267,0.097,0.066,0.94,0.105,0.222,-0.12,-0.223,0.163,0.354,1.771,3.3,0,0.058
SHOP000640,0,22.0,34.0,0.345,1,101.5,0.359,0.091,0.019,0.923,0.328,0.154,0.136,0.371,0.059,0.292,3.153,4.5,0,0.041
SHOP000641,1,12.0,93.0,0.365,1,85.9,0.213,0.048,0.026,0.901,-0.179,0.198,0.208,-3.435,0.267,0.414,2.053,5.0,0,0.024
SHOP000642,1,21.0,82.0,0.469,2,10.0,0.22,0.128,0.068,0.934,-0.108,0.404,-0.108,-3.017,0.187,0.558,0.869,4.9,3,0.026
SHOP000643,1,18.0,130.0,0.236,0,109.8,0.071,0.08,0.054,0.91,-0.199,0.115,-0.22,2.553,0.173,0.479,1.54,6.3,0,0.063
SHOP000644,0,27.0,140.0,0.397,1,89.6,0.257,0.066,0.031,0.948,-0.008,0.082,0.289,2.539,0.025,0.515,2.168,3.0,0,0.036
SHOP000645,0,7.0,220.0,0.233,2,75.8,0.333,0.081,0.022,0.936,0.164,0.179,0.087,1.051,0.149,0.534,2.264,4.4,0,0.01
SHOP000646,1,19.0,104.0,0.56,2,50.1,0.193,0.064,0.036,0.834,0.212,0.078,-0.174,-1.346,0.203,0.193,1.811,6.3,1,0.065
SHOP000647,0,25.0,371.0,0.124,0,73.7,0.35,0.045,0.014,0.83,0.17,0.057,0.057,2.044,0.088,0.259,1.928,6.0,1,0.0
SHOP000648,0,30.0,134.0,0.221,0,48.7,0.419,0.105,0.061,0.865,0.126,0.224,0.011,-2.355,0.168,0.464,2.707,4.2,1,0.021
SHOP000649,0,15.0,250.0,0.564,1,84.1,0.147,0.015,0.006,0.934,0.178,0.151,-0.023,-3.96,0.087,0.571,2.39,4.1,0,0.054
SHOP000650,1,14.0,75.0,0.713,2,21.8,0.294,0.054,0.056,0.936,0.125,0.213,0.229,-1.242,0.236,0.599,1.644,6.5,2,0.02
SHOP000651,0,30.0,219.0,0.383,1,111.1,0.318,0.05,0.022,0.939,-0.186,0.227,-0.076,0.501,0.208,0.442,2.102,3.2,2,0.051
SHOP000652,1,6.0,1.0,0.517,1,94.1,0.252,0.101,0.032,0.815,0.101,0.104,0.006,-0.74,0.257,0.779,2.274,3.8,3,0.025
SHOP000653,0,22.0,343.0,0.355,1,64.5,0.333,0.041,0.008,0.892,0.285,0.152,0.174,1.712,0.045,0.511,2.617,4.2,1,0.042
SHOP000654,1,27.0,59.0,0.488,1,56.2,0.451,0.083,0.041,0.794,-0.183,0.211,0.274,-0.405,0.153,0.27,2.123,6.6,0,0.13
SHOP000655,1,20.0,44.0,0.21,0,85.5,0.299,0.092,0.018,0.951,-0.193,0.046,0.183,0.898,0.231,0.392,1.63,8.4,0,0.058
SHOP000656,0,24.0,222.0,0.326,1,123.0,0.258,0.047,0.018,0.91,0.193,0.199,0.123,1.465,0.152,0.526,2.196,3.1,1,0.019
SHOP000657,0,28.0,96.0,0.48,2,107.7,0.344,0.043,0.005,0.877,-0.053,0.175,-0.085,0.778,0.025,0.595,1.96,1.6,1,0.0
SHOP000658,0,21.0,108.0,0.748,2,99.4,0.352,0.047,0.003,0.79,-0.355,0.228,-0.11,1.712,0.099,0.431,1.566,5.0,1,0.034
SHOP000659,1,31.0,216.0,0.341,1,89.5,0.323,0.064,0.006,0.915,-0.028,0.226,0.155,-0.427,0.057,0.206,1.848,7.9,0,0.036
SHOP000660,0,22.0,146.0,0.181,0,75.9,0.328,0.052,0.005,1.0,0.073,0.183,0.051,2.938,0.108,0.441,2.705,3.1,1,0.009
SHOP000661,0,27.0,114.0,0.482,2,94.5,0.121,0.038,0.022,0.886,0.175,0.216,0.093,0.391,0.205,0.51,1.937,9.2,0,0.037
SHOP000662,0,21.0,89.0,0.234,0,106.4,0.462,0.089,0.022,0.972,-0.141,0.063,0.015,-1.482,0.064,0.586,1.968,1.9,1,0.05
SHOP000663,0,30.0,215.0,0.273,2,104.2,0.369,0.074,0.047,0.84,-0.187,0.171,0.218,-0.376,0.049,0.441,2.78,2.8,1,0.007
SHOP000664,1,31.0,140.0,0.436,2,85.2,0.254,0.073,0.0,0.897,-0.115,0.251,0.037,0.149,0.203,0.442,2.188,4.2,0,0.022
SHOP000665,0,26.0,73.0,0.356,1,93.1,0.311,0.0,0.012,0.943,-0.012,0.161,0.052,0.959,0.083,0.342,1.896,5.0,1,0.014
SHOP000666,0,17.0,120.0,0.512,1,132.3,0.368,0.066,0.0,0.965,0.405,0.203,0.018,0.511,0.14,0.34,2.912,4.3,1,0.039
SHOP000667,1,6.0,197.0,0.241,2,79.8,0.226,0.063,0.044,0.912,0.016,0.284,-0.192,-1.425,0.161,0.428,1.905,9.6,0,0.007
SHOP000668,0,22.0,254.0,0.33,2,102.2,0.401,0.051,0.009,0.892,-0.074,0.143,0.049,-0.263,0.137,0.378,2.681,2.4,1,0.05
SHOP000669,0,18.0,283.0,0.114,0,191.0,0.514,0.034,0.0,1.0,0.415,0.221,0.086,2.034,0.063,0.49,2.163,4.4,0,0.023
SHOP000670,0,11.0,113.0,0.38,2,34.1,0.324,0.038,0.037,0.824,-0.094,0.036,0.059,-1.941,0.138,0.659,1.641,6.2,0,0.057
SHOP000671,1,29.0,55.0,0.554,1,135.7,0.391,0.078,0.034,0.804,0.418,0.281,-0.046,0.038,0.151,0.541,1.849,6.6,0,0.049
SHOP000672,0,33.0,281.0,0.195,2,38.5,0.339,0.075,0.023,1.0,0.036,0.242,-0.098,1.449,0.109,0.362,2.597,3.9,0,0.015
SHOP000673,0,14.0,210.0,0.132,1,96.8,0.184,0.0,0.004,0.947,0.029,0.245,0.206,1.261,0.103,0.548,2.732,5.7,1,0.022
SHOP000674,1,25.0,150.0,0.57,3,58.1,0.295,0.099,0.049,0.803,0.03,0.148,0.016,-1.743,0.178,0.595,1.896,6.2,1,0.067
SHOP000675,0,23.0,316.0,0.472,2,125.8,0.264,0.048,0.013,0.787,-0.196,0.181,0.169,0.115,0.154,0.451,2.505,0.7,2,0.057
SHOP000676,0,20.0,58.0,0.408,2,42.5,0.313,0.129,0.018,0.946,-0.392,0.356,0.063,0.706,0.297,0.361,2.068,4.6,2,0.1
SHOP000677,0,18.0,140.0,0.391,0,117.2,0.404,0.055,0.0,0.782,0.234,0.315,-0.042,-0.238,0.188,0.51,2.23,4.5,2,0.048
SHOP000678,0,23.0,57.0,0.469,3,59.7,0.236,0.092,0.039,0.9,0.129,0.278,0.004,0.83,0.078,0.579,2.356,5.7,0,0.033
SHOP000679,0,16.0,142.0,0.347,2,96.8,0.276,0.029,0.024,0.869,-0.244,0.319,-0.001,-0.126,0.158,0.318,1.882,4.0,2,0.047
SHOP000680,0,22.0,111.0,0.623,2,82.2,0.163,0.076,0.036,0.827,-0.322,0.148,0.054,-1.589,0.132,0.669,2.154,10.6,0,0.031
SHOP000681,0,16.0,250.0,0.581,3,78.6,0.225,0.064,0.076,0.772,0.21,0.26,0.106,-0.205,0.131,0.561,1.885,6.3,2,0.029
SHOP000682,0,5.0,92.0,0.283,3,56.7,0.277,0.131,0.045,0.86,-0.379,0.086,-0.152,-2.458,0.179,0.773,2.017,3.9,0,0.021
SHOP000683,0,13.0,211.0,0.355,1,83.0,0.368,0.082,0.021,0.943,-0.154,0.232,-0.018,-0.904,0.05,0.366,1.924,4.2,1,0.046
SHOP000684,0,18.0,98.0,0.405,2,42.0,0.371,0.102,0.0,0.892,0.069,0.052,0.14,0.089,0.122,0.619,1.668,6.3,1,0.031
SHOP000685,0,24.0,340.0,0.432,1,91.8,0.403,0.09,0.036,0.988,0.29,0.272,0.169,-2.06,0.134,0.387,1.913,4.7,0,0.03
SHOP000686,0,32.0,102.0,0.015,4,29.0,0.208,0.124,0.036,0.767,0.168,0.088,-0.166,0.416,0.093,0.271,2.262,6.2,1,0.044
SHOP000687,0,27.0,243.0,0.793,0,54.0,0.167,0.166,0.083,0.844,0.148,0.277,-0.257,-0.211,0.219,0.566,1.714,2.4,1,0.031
SHOP000688,0,30.0,207.0,0.502,1,10.0,0.322,0.045,0.016,0.883,0.058,0.253,-0.12,-0.891,0.135,0.306,1.763,6.0,2,0.025
SHOP000689,1,17.0,75.0,0.368,1,96.5,0.273,0.056,0.011,0.871,0.166,0.225,0.116,-0.142,0.135,0.18,1.587,5.3,1,0.034
SHOP000690,0,17.0,181.0,0.234,2,88.4,0.333,0.084,0.048,0.906,-0.05,0.208,0.155,0.136,0.221,0.62,0.912,5.8,1,0.065
SHOP000691,0,16.0,147.0,0.451,1,56.1,0.181,0.119,0.031,0.917,0.096,0.156,0.06,-0.015,0.082,0.601,2.324,3.5,1,0.016
SHOP000692,0,16.0,146.0,0.419,1,36.3,0.198,0.071,0.053,0.884,0.049,0.253,0.052,-1.81,0.193,0.404,0.996,6.9,1,0.026
SHOP000693,0,12.0,126.0,0.411,2,74.8,0.398,0.054,0.025,0.938,0.201,0.137,-0.064,2.014,0.146,0.357,2.599,0.6,1,0.031
SHOP000694,0,38.0,314.0,0.212,2,89.8,0.217,0.062,0.018,0.891,-0.109,0.143,0.106,0.148,0.062,0.356,3.419,3.7,0,0.0
SHOP000695,0,16.0,157.0,0.392,3,86.4,0.208,0.036,0.021,0.973,-0.02,0.225,0.148,1.969,0.124,0.347,2.473,3.8,0,0.053
SHOP000696,0,26.0,157.0,0.388,0,118.2,0.429,0.061,0.026,0.891,0.395,0.051,0.259,0.575,0.094,0.264,1.832,3.4,0,0.018
SHOP000697,0,23.0,138.0,0.314,0,142.8,0.19,0.031,0.01,0.919,0.013,0.097,-0.054,2.068,0.094,0.616,2.392,4.2,1,0.012
SHOP000698,0,21.0,180.0,0.242,0,101.9,0.479,0.0,0.021,0.967,-0.006,0.114,0.117,1.323,0.044,0.365,2.545,1.5,0,0.0
SHOP000699,1,25.0,140.0,0.412,2,82.9,0.164,0.044,0.026,0.901,-0.167,0.34,0.109,1.443,0.146,0.538,2.029,4.6,1,0.022
SHOP000700,1,26.0,221.0,0.692,2,68.9,0.391,0.125,0.035,0.803,0.173,0.308,0.127,1.166,0.256,0.636,1.459,5.4,0,0.001
SHOP000701,0,19.0,236.0,0.425,0,90.7,0.448,0.054,0.025,0.917,-0.094,0.243,0.019,-0.384,0.092,0.599,2.812,1.9,1,0.044
SHOP000702,0,27.0,344.0,0.456,0,37.0,0.391,0.045,0.024,0.825,0.063,0.139,-0.037,0.008,0.103,0.493,1.691,3.9,1,0.05
SHOP000703,0,32.0,141.0,0.248,1,87.9,0.272,0.081,0.02,0.787,-0.144,0.103,-0.022,-1.682,0.092,0.562,1.56,5.9,0,0.045
SHOP000704,0,12.0,219.0,0.392,2,197.6,0.197,0.013,0.051,0.753,0.299,0.2,-0.204,-1.429,0.17,0.627,1.044,9.2,1,0.043
SHOP000705,0,23.0,306.0,0.182,0,68.9,0.244,0.083,0.043,0.965,-0.011,0.203,0.086,0.938,0.076,0.151,2.201,5.5,0,0.022
SHOP000706,0,24.0,94.0,0.433,2,108.1,0.258,0.05,0.012,0.908,-0.156,0.255,-0.005,1.005,0.119,0.547,2.166,2.3,0,0.022
SHOP000707,1,15.0,74.0,0.295,2,83.0,0.261,0.101,0.026,0.867,0.084,0.159,-0.015,1.424,0.163,0.4,1.805,5.4,1,0.0
SHOP000708,1,12.0,180.0,0.519,2,126.9,0.328,0.084,0.026,0.915,0.014,0.231,0.051,1.536,0.163,0.317,1.905,6.2,0,0.049
SHOP000709,0,15.0,113.0,0.821,1,109.7,0.295,0.1,0.046,1.0,0.128,0.221,-0.115,0.667,0.192,0.418,1.829,4.7,1,0.03
SHOP000710,1,9.0,206.0,0.185,1,74.2,0.211,0.057,0.004,0.934,-0.103,0.285,-0.026,-0.573,0.075,0.249,2.139,4.2,0,0.006
SHOP000711,1,20.0,201.0,0.405,4,93.3,0.251,0.093,0.041,0.946,0.094,0.317,0.059,-1.218,0.135,0.641,1.036,6.6,2,0.024
SHOP000712,0,23.0,130.0,0.53,0,65.8,0.377,0.032,0.015,0.913,0.248,0.168,-0.051,2.546,0.102,0.376,2.513,7.5,1,0.019
SHOP000713,0,12.0,103.0,0.448,1,87.1,0.322,0.044,0.02,0.926,-0.174,0.256,-0.086,0.524,0.195,0.652,1.992,3.8,0,0.0
SHOP000714,1,19.0,18.0,0.326,0,10.0,0.283,0.076,0.011,0.922,-0.08,0.136,0.167,-0.043,0.204,0.462,1.207,4.6,1,0.053
SHOP000715,1,15.0,254.0,0.273,2,116.2,0.317,0.102,0.022,0.956,-0.048,0.123,0.081,0.382,0.074,0.299,2.375,1.7,1,0.011
SHOP000716,0,16.0,188.0,0.227,1,193.0,0.245,0.043,0.014,0.978,0.093,0.12,-0.057,1.712,0.036,0.218,2.187,4.1,1,0.043
SHOP000717,0,11.0,271.0,0.4,1,37.5,0.269,0.092,0.045,0.852,0.127,0.183,-0.094,0.395,0.182,0.688,2.404,2.7,0,0.0
SHOP000718,0,14.0,126.0,0.577,0,48.3,0.305,0.06,0.026,0.851,-0.035,0.097,0.21,0.646,0.204,0.457,1.97,5.7,0,0.019
SHOP000719,0,24.0,228.0,0.34,0,87.3,0.45,0.027,0.015,0.979,0.01,0.069,-0.058,2.459,0.093,0.413,1.791,4.6,1,0.025
SHOP000720,0,7.0,62.0,0.336,2,57.1,0.32,0.121,0.037,0.872,0.193,0.221,-0.136,-0.989,0.051,0.49,1.915,6.8,1,0.022
SHOP000721,0,17.0,329.0,0.446,1,53.8,0.17,0.11,0.043,0.874,-0.22,0.262,-0.022,-1.669,0.132,0.66,1.631,4.8,0,0.043
SHOP000722,0,30.0,160.0,0.445,1,117.4,0.544,0.037,0.012,0.93,0.207,0.202,0.085,-0.359,0.129,0.432,3.212,4.1,1,0.003
SHOP000723,0,16.0,50.0,0.227,1,167.9,0.253,0.065,0.007,0.954,0.187,0.142,0.06,0.388,0.128,0.37,2.439,1.7,0,0.019
SHOP000724,0,17.0,159.0,0.399,1,162.2,0.498,0.078,0.0,0.81,-0.241,0.193,0.185,-0.15,0.035,0.372,1.786,3.8,2,0.038
SHOP000725,0,21.0,82.0,0.679,4,105.7,0.278,0.097,0.049,0.904,-0.182,0.362,0.145,0.962,0.292,0.628,1.136,7.8,2,0.024
SHOP000726,1,31.0,131.0,0.366,1,89.5,0.292,0.123,0.019,0.811,0.032,0.179,0.003,1.045,0.139,0.331,1.754,6.3,1,0.013
SHOP000727,0,8.0,84.0,0.307,2,70.0,0.16,0.102,0.004,0.857,0.031,0.207,0.07,-1.12,0.205,0.676,2.143,4.9,3,0.058
SHOP000728,0,21.0,73.0,0.334,0,198.0,0.415,0.055,0.007,0.971,0.153,0.241,0.217,0.128,0.007,0.483,1.671,3.4,1,0.032
SHOP000729,0,17.0,36.0,0.496,0,57.2,0.368,0.015,0.014,0.87,0.005,0.189,0.042,1.22,0.071,0.296,1.765,7.8,1,0.0
SHOP000730,0,15.0,115.0,0.259,0,67.8,0.222,0.104,0.028,0.89,0.229,0.268,-0.148,-1.857,0.184,0.612,2.021,0.0,1,0.052
SHOP000731,0,15.0,134.0,0.121,1,41.6,0.257,0.077,0.02,0.952,0.118,0.234,-0.042,-0.414,0.099,0.556,1.774,5.5,2,0.033
SHOP000732,0,30.0,340.0,0.379,0,112.0,0.324,0.065,0.058,0.822,-0.254,0.263,0.011,-0.197,0.201,0.427,2.256,6.5,2,0.067
SHOP000733,0,31.0,132.0,0.488,2,22.1,0.433,0.071,0.027,0.838,-0.049,0.162,-0.019,-0.1,0.159,0.314,1.772,7.0,1,0.009
SHOP000734,0,7.0,92.0,0.321,1,10.0,0.368,0.087,0.031,0.813,0.196,0.215,0.071,-0.853,0.229,0.577,2.593,4.6,1,0.06
SHOP000735,0,23.0,132.0,0.302,0,46.5,0.272,0.034,0.03,0.883,-0.138,0.232,0.087,-1.816,0.139,0.662,1.712,5.3,1,0.023
SHOP000736,1,11.0,144.0,0.415,2,133.4,0.31,0.109,0.051,0.737,-0.208,0.246,-0.299,-0.892,0.159,0.671,1.719,6.0,2,0.0
SHOP000737,1,28.0,127.0,0.373,1,59.6,0.29,0.072,0.031,0.865,0.022,0.084,0.138,0.144,0.199,0.713,1.591,8.6,0,0.0
SHOP000738,0,16.0,283.0,0.346,1,113.8,0.277,0.009,0.01,0.961,0.05,0.183,-0.187,1.757,0.149,0.478,2.661,3.6,0,0.017
SHOP000739,0,25.0,448.0,0.197,0,76.2,0.474,0.045,0.011,0.941,0.062,0.166,0.053,3.357,0.167,0.567,1.962,3.4,0,0.013
SHOP000740,0,19.0,27.0,0.54,3,62.9,0.214,0.094,0.039,0.826,0.184,0.276,0.092,1.138,0.181,0.532,2.69,5.5,2,0.041
SHOP000741,0,19.0,40.0,0.559,3,113.9,0.12,0.152,0.054,0.835,-0.175,0.039,0.048,-2.071,0.179,0.694,1.853,4.7,0,0.029
SHOP000742,0,15.0,140.0,0.447,2,151.5,0.207,0.037,0.03,0.919,0.031,0.152,-0.004,-0.449,0.065,0.522,1.905,3.7,0,0.009
SHOP000743,0,36.0,139.0,0.339,0,59.2,0.452,0.022,0.017,0.993,0.737,0.109,0.204,-0.481,0.15,0.334,3.318,6.1,0,0.011
SHOP000744,0,16.0,109.0,0.221,3,68.5,0.124,0.062,0.008,0.822,-0.086,0.014,-0.035,1.016,0.109,0.497,2.441,4.5,0,0.054
SHOP000745,0,30.0,180.0,0.303,2,59.1,0.196,0.097,0.037,0.87,-0.028,0.202,-0.255,-2.069,0.1,0.542,1.976,7.7,1,0.037
SHOP000746,1,23.0,174.0,0.21,2,35.6,0.097,0.172,0.026,0.809,-0.239,0.223,-0.316,-2.364,0.207,0.192,1.615,10.5,0,0.067
SHOP000747,0,11.0,202.0,0.5,3,120.7,0.044,0.082,0.03,0.926,-0.205,0.334,-0.125,-1.002,0.202,0.467,2.457,3.3,2,0.054
SHOP000748,0,25.0,189.0,0.279,0,62.7,0.35,0.079,0.018,0.91,0.092,0.207,0.032,0.056,0.162,0.428,2.482,6.9,1,0.028
SHOP000749,0,13.0,295.0,0.35,0,55.9,0.412,0.06,0.014,0.93,0.042,0.227,0.055,1.598,0.015,0.384,1.968,1.4,1,0.034
SHOP000750,0,11.0,109.0,0.35,4,29.8,0.335,0.066,0.04,1.0,0.033,0.186,0.052,0.923,0.179,0.343,1.919,6.6,1,0.024
SHOP000751,0,31.0,75.0,0.424,1,114.9,0.324,0.073,0.016,0.942,0.053,0.152,-0.156,-1.077,0.171,0.448,1.711,8.4,1,0.017
SHOP000752,0,31.0,262.0,0.427,1,104.1,0.19,0.017,0.011,0.936,0.069,0.278,0.094,1.491,0.099,0.418,3.153,3.4,1,0.019
SHOP000753,1,11.0,59.0,0.417,0,146.6,0.215,0.125,0.049,0.884,-0.377,0.302,-0.078,-1.125,0.044,0.466,0.588,7.1,3,0.055
SHOP000754,1,16.0,169.0,0.653,1,80.6,0.191,0.13,0.052,0.774,-0.317,0.255,-0.189,-0.483,0.164,0.503,1.361,9.4,1,0.0
SHOP000755,0,22.0,147.0,0.597,3,33.6,0.142,0.053,0.06,0.959,-0.373,0.197,-0.1,-0.736,0.091,0.633,2.073,6.0,3,0.007
SHOP000756,0,24.0,130.0,0.326,0,110.3,0.239,0.009,0.012,0.976,-0.09,0.179,-0.013,1.796,0.125,0.416,1.95,2.8,0,0.047
SHOP000757,1,1.0,23.0,0.424,2,31.6,0.378,0.065,0.022,0.901,-0.106,0.135,-0.088,-0.949,0.138,0.461,1.557,4.4,1,0.067
SHOP000758,0,25.0,169.0,0.443,1,65.5,0.268,0.06,0.021,0.833,0.158,0.181,-0.2,1.372,0.074,0.415,2.353,3.9,1,0.042
SHOP000759,0,5.0,242.0,0.459,2,37.1,0.253,0.019,0.035,0.829,0.098,0.077,-0.031,0.749,0.104,0.344,2.85,2.1,1,0.03
SHOP000760,0,21.0,118.0,0.334,5,36.4,0.298,0.041,0.043,0.925,0.182,0.187,0.137,-1.612,0.2,0.543,1.796,6.0,0,0.015
SHOP000761,0,24.0,180.0,0.373,1,118.6,0.272,0.081,0.021,0.817,0.072,0.242,-0.144,-1.514,0.135,0.288,1.88,4.9,0,0.062
SHOP000762,0,19.0,108.0,0.427,2,122.8,0.103,0.06,0.057,0.806,-0.106,0.166,-0.196,-1.333,0.224,0.052,0.623,6.8,0,0.006
SHOP000763,0,23.0,77.0,0.427,2,83.2,0.228,0.096,0.023,0.809,-0.033,0.284,0.016,1.947,0.124,0.493,2.125,9.1,1,0.057
SHOP000764,0,12.0,113.0,0.53,0,58.3,0.217,0.069,0.021,0.821,-0.124,0.387,0.069,0.508,0.071,0.568,1.715,2.3,1,0.07
SHOP000765,0,23.0,448.0,0.403,0,85.8,0.296,0.011,0.02,0.931,0.038,0.128,-0.024,3.785,0.135,0.808,2.166,7.3,1,0.0
SHOP000766,0,12.0,153.0,0.457,1,64.3,0.291,0.116,0.032,0.855,-0.048,0.256,-0.258,-0.958,0.224,0.483,2.059,6.6,1,0.033
SHOP000767,0,16.0,98.0,0.379,1,75.5,0.223,0.061,0.012,0.961,0.294,0.186,0.182,-0.125,0.07,0.344,2.067,3.9,3,0.024
SHOP000768,0,16.0,155.0,0.447,0,124.0,0.444,0.047,0.006,0.957,0.262,0.077,-0.029,-0.683,0.157,0.536,2.203,5.4,0,0.013
